scenario,receiver,alpha,eta,nu,latency,dead_time,jitter_deg,trials,errors,ber,helstrom_bound
10_Latency_2.0pct,Dolinar,1.5875,1.0,0.0,0.02,0.0,0.0,10000000,1516,0.0001516,1.0470917661709043e-05
10_Latency_2.0pct,Opt_Kennedy,1.5875,1.0,0.0,0.02,0.0,0.0,10000000,217,2.17e-05,1.0470917661709043e-05
10_Latency_2.0pct,Dolinar,1.6583333333333334,1.0,0.0,0.02,0.0,0.0,10000000,882,8.82e-05,4.174282942914775e-06
10_Latency_2.0pct,Opt_Kennedy,1.6583333333333334,1.0,0.0,0.02,0.0,0.0,10000000,75,7.5e-06,4.174282942914775e-06
10_Latency_2.0pct,Dolinar,1.7291666666666667,1.0,0.0,0.02,0.0,0.0,10000000,577,5.77e-05,1.5986321398875347e-06
10_Latency_2.0pct,Opt_Kennedy,1.7291666666666667,1.0,0.0,0.02,0.0,0.0,10000000,44,4.4e-06,1.5986321398875347e-06
10_Latency_2.0pct,Dolinar,1.8,1.0,0.0,0.02,0.0,0.0,10000000,368,3.68e-05,5.88144145885483e-07
10_Latency_2.0pct,Opt_Kennedy,1.8,1.0,0.0,0.02,0.0,0.0,10000000,8,8e-07,5.88144145885483e-07
11_Latency_3.0pct,Dolinar,0.1,1.0,0.0,0.03,0.0,0.0,10000000,4088957,0.4088957,0.4009917164479698
11_Latency_3.0pct,Opt_Kennedy,0.1,1.0,0.0,0.03,0.0,0.0,10000000,4149665,0.4149665,0.4009917164479698
11_Latency_3.0pct,Dolinar,0.1708333333333333,1.0,0.0,0.03,0.0,0.0,10000000,3468063,0.3468063,0.334033117602116
11_Latency_3.0pct,Opt_Kennedy,0.1708333333333333,1.0,0.0,0.03,0.0,0.0,10000000,3563138,0.3563138,0.334033117602116
11_Latency_3.0pct,Dolinar,0.2416666666666666,1.0,0.0,0.03,0.0,0.0,10000000,2887490,0.288749,0.2717838894607052
11_Latency_3.0pct,Opt_Kennedy,0.2416666666666666,1.0,0.0,0.03,0.0,0.0,10000000,3004506,0.3004506,0.2717838894607052
11_Latency_3.0pct,Dolinar,0.3125,1.0,0.0,0.03,0.0,0.0,10000000,2355613,0.2355613,0.2156735354217483
11_Latency_3.0pct,Opt_Kennedy,0.3125,1.0,0.0,0.03,0.0,0.0,10000000,2488088,0.2488088,0.2156735354217483
11_Latency_3.0pct,Dolinar,0.3833333333333333,1.0,0.0,0.03,0.0,0.0,10000000,1882013,0.1882013,0.1666685181642737
11_Latency_3.0pct,Opt_Kennedy,0.3833333333333333,1.0,0.0,0.03,0.0,0.0,10000000,2011638,0.2011638,0.1666685181642737
11_Latency_3.0pct,Dolinar,0.4541666666666666,1.0,0.0,0.03,0.0,0.0,10000000,1474806,0.1474806,0.1252349270996688
11_Latency_3.0pct,Opt_Kennedy,0.4541666666666666,1.0,0.0,0.03,0.0,0.0,10000000,1589965,0.1589965,0.1252349270996688
11_Latency_3.0pct,Dolinar,0.525,1.0,0.0,0.03,0.0,0.0,10000000,1131114,0.1131114,0.09135588385022
11_Latency_3.0pct,Opt_Kennedy,0.525,1.0,0.0,0.03,0.0,0.0,10000000,1225113,0.1225113,0.09135588385022
11_Latency_3.0pct,Dolinar,0.5958333333333333,1.0,0.0,0.03,0.0,0.0,10000000,849725,0.0849725,0.0645970922766597
11_Latency_3.0pct,Opt_Kennedy,0.5958333333333333,1.0,0.0,0.03,0.0,0.0,10000000,918501,0.0918501,0.0645970922766597
11_Latency_3.0pct,Dolinar,0.6666666666666666,1.0,0.0,0.03,0.0,0.0,10000000,625928,0.0625928,0.0442076447015774
11_Latency_3.0pct,Opt_Kennedy,0.6666666666666666,1.0,0.0,0.03,0.0,0.0,10000000,664614,0.0664614,0.0442076447015774
11_Latency_3.0pct,Dolinar,0.7374999999999999,1.0,0.0,0.03,0.0,0.0,10000000,453797,0.0453797,0.0292392249664353
11_Latency_3.0pct,Opt_Kennedy,0.7374999999999999,1.0,0.0,0.03,0.0,0.0,10000000,463728,0.0463728,0.0292392249664353
11_Latency_3.0pct,Dolinar,0.8083333333333332,1.0,0.0,0.03,0.0,0.0,10000000,322204,0.0322204,0.0186657817140447
11_Latency_3.0pct,Opt_Kennedy,0.8083333333333332,1.0,0.0,0.03,0.0,0.0,10000000,311849,0.0311849,0.0186657817140447
11_Latency_3.0pct,Dolinar,0.8791666666666667,1.0,0.0,0.03,0.0,0.0,10000000,224719,0.0224719,0.0114877244351074
11_Latency_3.0pct,Opt_Kennedy,0.8791666666666667,1.0,0.0,0.03,0.0,0.0,10000000,201509,0.0201509,0.0114877244351074
11_Latency_3.0pct,Dolinar,0.95,1.0,0.0,0.03,0.0,0.0,10000000,154534,0.0154534,0.0068093286735723
11_Latency_3.0pct,Opt_Kennedy,0.95,1.0,0.0,0.03,0.0,0.0,10000000,124354,0.0124354,0.0068093286735723
11_Latency_3.0pct,Dolinar,1.0208333333333333,1.0,0.0,0.03,0.0,0.0,10000000,105284,0.0105284,0.0038843281395801
11_Latency_3.0pct,Opt_Kennedy,1.0208333333333333,1.0,0.0,0.03,0.0,0.0,10000000,72459,0.0072459,0.0038843281395801
11_Latency_3.0pct,Dolinar,1.0916666666666668,1.0,0.0,0.03,0.0,0.0,10000000,70892,0.0070892,0.002131124707823
11_Latency_3.0pct,Opt_Kennedy,1.0916666666666668,1.0,0.0,0.03,0.0,0.0,10000000,40620,0.004062,0.002131124707823
11_Latency_3.0pct,Dolinar,1.1625,1.0,0.0,0.03,0.0,0.0,10000000,48083,0.0048083,0.001124075168671
11_Latency_3.0pct,Opt_Kennedy,1.1625,1.0,0.0,0.03,0.0,0.0,10000000,21977,0.0021977,0.001124075168671
11_Latency_3.0pct,Dolinar,1.2333333333333334,1.0,0.0,0.03,0.0,0.0,10000000,31882,0.0031882,0.0005698320948016
11_Latency_3.0pct,Opt_Kennedy,1.2333333333333334,1.0,0.0,0.03,0.0,0.0,10000000,11451,0.0011451,0.0005698320948016
11_Latency_3.0pct,Dolinar,1.3041666666666667,1.0,0.0,0.03,0.0,0.0,10000000,21484,0.0021484,0.0002775749626994
11_Latency_3.0pct,Opt_Kennedy,1.3041666666666667,1.0,0.0,0.03,0.0,0.0,10000000,5530,0.000553,0.0002775749626994
11_Latency_3.0pct,Dolinar,1.375,1.0,0.0,0.03,0.0,0.0,10000000,14871,0.0014871,0.000129910547289
11_Latency_3.0pct,Opt_Kennedy,1.375,1.0,0.0,0.03,0.0,0.0,10000000,2575,0.0002575,0.000129910547289
11_Latency_3.0pct,Dolinar,1.4458333333333333,1.0,0.0,0.03,0.0,0.0,10000000,9964,0.0009964,5.84130019065654e-05
11_Latency_3.0pct,Opt_Kennedy,1.4458333333333333,1.0,0.0,0.03,0.0,0.0,10000000,1193,0.0001193,5.84130019065654e-05
11_Latency_3.0pct,Dolinar,1.5166666666666666,1.0,0.0,0.03,0.0,0.0,10000000,6989,0.0006989,2.5232436221322985e-05
11_Latency_3.0pct,Opt_Kennedy,1.5166666666666666,1.0,0.0,0.03,0.0,0.0,10000000,495,4.95e-05,2.5232436221322985e-05
11_Latency_3.0pct,Dolinar,1.5875,1.0,0.0,0.03,0.0,0.0,10000000,4865,0.0004865,1.0470917661709043e-05
11_Latency_3.0pct,Opt_Kennedy,1.5875,1.0,0.0,0.03,0.0,0.0,10000000,219,2.19e-05,1.0470917661709043e-05
11_Latency_3.0pct,Dolinar,1.6583333333333334,1.0,0.0,0.03,0.0,0.0,10000000,3617,0.0003617,4.174282942914775e-06
11_Latency_3.0pct,Opt_Kennedy,1.6583333333333334,1.0,0.0,0.03,0.0,0.0,10000000,81,8.1e-06,4.174282942914775e-06
11_Latency_3.0pct,Dolinar,1.7291666666666667,1.0,0.0,0.03,0.0,0.0,10000000,2712,0.0002712,1.5986321398875347e-06
11_Latency_3.0pct,Opt_Kennedy,1.7291666666666667,1.0,0.0,0.03,0.0,0.0,10000000,26,2.6e-06,1.5986321398875347e-06
11_Latency_3.0pct,Dolinar,1.8,1.0,0.0,0.03,0.0,0.0,10000000,1899,0.0001899,5.88144145885483e-07
11_Latency_3.0pct,Opt_Kennedy,1.8,1.0,0.0,0.03,0.0,0.0,10000000,8,8e-07,5.88144145885483e-07
12_Latency_5.0pct,Dolinar,0.1,1.0,0.0,0.05,0.0,0.0,10000000,4130776,0.4130776,0.4009917164479698
12_Latency_5.0pct,Opt_Kennedy,0.1,1.0,0.0,0.05,0.0,0.0,10000000,4148978,0.4148978,0.4009917164479698
12_Latency_5.0pct,Dolinar,0.1708333333333333,1.0,0.0,0.05,0.0,0.0,10000000,3537863,0.3537863,0.334033117602116
12_Latency_5.0pct,Opt_Kennedy,0.1708333333333333,1.0,0.0,0.05,0.0,0.0,10000000,3564489,0.3564489,0.334033117602116
12_Latency_5.0pct,Dolinar,0.2416666666666666,1.0,0.0,0.05,0.0,0.0,10000000,2980677,0.2980677,0.2717838894607052
12_Latency_5.0pct,Opt_Kennedy,0.2416666666666666,1.0,0.0,0.05,0.0,0.0,10000000,3006428,0.3006428,0.2717838894607052
12_Latency_5.0pct,Dolinar,0.3125,1.0,0.0,0.05,0.0,0.0,10000000,2468615,0.2468615,0.2156735354217483
12_Latency_5.0pct,Opt_Kennedy,0.3125,1.0,0.0,0.05,0.0,0.0,10000000,2485985,0.2485985,0.2156735354217483
12_Latency_5.0pct,Dolinar,0.3833333333333333,1.0,0.0,0.05,0.0,0.0,10000000,2012591,0.2012591,0.1666685181642737
12_Latency_5.0pct,Opt_Kennedy,0.3833333333333333,1.0,0.0,0.05,0.0,0.0,10000000,2009822,0.2009822,0.1666685181642737
12_Latency_5.0pct,Dolinar,0.4541666666666666,1.0,0.0,0.05,0.0,0.0,10000000,1612091,0.1612091,0.1252349270996688
12_Latency_5.0pct,Opt_Kennedy,0.4541666666666666,1.0,0.0,0.05,0.0,0.0,10000000,1592088,0.1592088,0.1252349270996688
12_Latency_5.0pct,Dolinar,0.525,1.0,0.0,0.05,0.0,0.0,10000000,1271707,0.1271707,0.09135588385022
12_Latency_5.0pct,Opt_Kennedy,0.525,1.0,0.0,0.05,0.0,0.0,10000000,1225408,0.1225408,0.09135588385022
12_Latency_5.0pct,Dolinar,0.5958333333333333,1.0,0.0,0.05,0.0,0.0,10000000,988480,0.098848,0.0645970922766597
12_Latency_5.0pct,Opt_Kennedy,0.5958333333333333,1.0,0.0,0.05,0.0,0.0,10000000,917368,0.0917368,0.0645970922766597
12_Latency_5.0pct,Dolinar,0.6666666666666666,1.0,0.0,0.05,0.0,0.0,10000000,759977,0.0759977,0.0442076447015774
12_Latency_5.0pct,Opt_Kennedy,0.6666666666666666,1.0,0.0,0.05,0.0,0.0,10000000,662945,0.0662945,0.0442076447015774
12_Latency_5.0pct,Dolinar,0.7374999999999999,1.0,0.0,0.05,0.0,0.0,10000000,576341,0.0576341,0.0292392249664353
12_Latency_5.0pct,Opt_Kennedy,0.7374999999999999,1.0,0.0,0.05,0.0,0.0,10000000,464428,0.0464428,0.0292392249664353
12_Latency_5.0pct,Dolinar,0.8083333333333332,1.0,0.0,0.05,0.0,0.0,10000000,435097,0.0435097,0.0186657817140447
12_Latency_5.0pct,Opt_Kennedy,0.8083333333333332,1.0,0.0,0.05,0.0,0.0,10000000,311738,0.0311738,0.0186657817140447
12_Latency_5.0pct,Dolinar,0.8791666666666667,1.0,0.0,0.05,0.0,0.0,10000000,325913,0.0325913,0.0114877244351074
12_Latency_5.0pct,Opt_Kennedy,0.8791666666666667,1.0,0.0,0.05,0.0,0.0,10000000,200765,0.0200765,0.0114877244351074
12_Latency_5.0pct,Dolinar,0.95,1.0,0.0,0.05,0.0,0.0,10000000,244110,0.024411,0.0068093286735723
12_Latency_5.0pct,Opt_Kennedy,0.95,1.0,0.0,0.05,0.0,0.0,10000000,123111,0.0123111,0.0068093286735723
12_Latency_5.0pct,Dolinar,1.0208333333333333,1.0,0.0,0.05,0.0,0.0,10000000,183909,0.0183909,0.0038843281395801
12_Latency_5.0pct,Opt_Kennedy,1.0208333333333333,1.0,0.0,0.05,0.0,0.0,10000000,73242,0.0073242,0.0038843281395801
12_Latency_5.0pct,Dolinar,1.0916666666666668,1.0,0.0,0.05,0.0,0.0,10000000,138834,0.0138834,0.002131124707823
12_Latency_5.0pct,Opt_Kennedy,1.0916666666666668,1.0,0.0,0.05,0.0,0.0,10000000,41196,0.0041196,0.002131124707823
12_Latency_5.0pct,Dolinar,1.1625,1.0,0.0,0.05,0.0,0.0,10000000,105914,0.0105914,0.001124075168671
12_Latency_5.0pct,Opt_Kennedy,1.1625,1.0,0.0,0.05,0.0,0.0,10000000,22067,0.0022067,0.001124075168671
12_Latency_5.0pct,Dolinar,1.2333333333333334,1.0,0.0,0.05,0.0,0.0,10000000,82439,0.0082439,0.0005698320948016
12_Latency_5.0pct,Opt_Kennedy,1.2333333333333334,1.0,0.0,0.05,0.0,0.0,10000000,11268,0.0011268,0.0005698320948016
12_Latency_5.0pct,Dolinar,1.3041666666666667,1.0,0.0,0.05,0.0,0.0,10000000,65929,0.0065929,0.0002775749626994
12_Latency_5.0pct,Opt_Kennedy,1.3041666666666667,1.0,0.0,0.05,0.0,0.0,10000000,5440,0.000544,0.0002775749626994
12_Latency_5.0pct,Dolinar,1.375,1.0,0.0,0.05,0.0,0.0,10000000,52901,0.0052901,0.000129910547289
12_Latency_5.0pct,Opt_Kennedy,1.375,1.0,0.0,0.05,0.0,0.0,10000000,2643,0.0002643,0.000129910547289
12_Latency_5.0pct,Dolinar,1.4458333333333333,1.0,0.0,0.05,0.0,0.0,10000000,43518,0.0043518,5.84130019065654e-05
12_Latency_5.0pct,Opt_Kennedy,1.4458333333333333,1.0,0.0,0.05,0.0,0.0,10000000,1161,0.0001161,5.84130019065654e-05
12_Latency_5.0pct,Dolinar,1.5166666666666666,1.0,0.0,0.05,0.0,0.0,10000000,37396,0.0037396,2.5232436221322985e-05
12_Latency_5.0pct,Opt_Kennedy,1.5166666666666666,1.0,0.0,0.05,0.0,0.0,10000000,487,4.87e-05,2.5232436221322985e-05
12_Latency_5.0pct,Dolinar,1.5875,1.0,0.0,0.05,0.0,0.0,10000000,32540,0.003254,1.0470917661709043e-05
12_Latency_5.0pct,Opt_Kennedy,1.5875,1.0,0.0,0.05,0.0,0.0,10000000,195,1.95e-05,1.0470917661709043e-05
12_Latency_5.0pct,Dolinar,1.6583333333333334,1.0,0.0,0.05,0.0,0.0,10000000,28892,0.0028892,4.174282942914775e-06
12_Latency_5.0pct,Opt_Kennedy,1.6583333333333334,1.0,0.0,0.05,0.0,0.0,10000000,110,1.1e-05,4.174282942914775e-06
12_Latency_5.0pct,Dolinar,1.7291666666666667,1.0,0.0,0.05,0.0,0.0,10000000,27015,0.0027015,1.5986321398875347e-06
12_Latency_5.0pct,Opt_Kennedy,1.7291666666666667,1.0,0.0,0.05,0.0,0.0,10000000,37,3.7e-06,1.5986321398875347e-06
12_Latency_5.0pct,Dolinar,1.8,1.0,0.0,0.05,0.0,0.0,10000000,25086,0.0025086,5.88144145885483e-07
12_Latency_5.0pct,Opt_Kennedy,1.8,1.0,0.0,0.05,0.0,0.0,10000000,14,1.4e-06,5.88144145885483e-07
13_Efficiency_98pct,Dolinar,0.1,0.98,0.0,0.0,0.0,0.0,100000000,40197590,0.4019759,0.4019673246288124
13_Efficiency_98pct,Opt_Kennedy,0.1,0.98,0.0,0.0,0.0,0.0,100000000,41566687,0.41566687,0.4019673246288124
13_Efficiency_98pct,Dolinar,0.1708333333333333,0.98,0.0,0.0,0.0,0.0,100000000,33573389,0.33573389,0.3356070905729769
13_Efficiency_98pct,Opt_Kennedy,0.1708333333333333,0.98,0.0,0.0,0.0,0.0,100000000,35766188,0.35766188,0.3356070905729769
13_Efficiency_98pct,Dolinar,0.2416666666666666,0.98,0.0,0.0,0.0,0.0,100000000,27391508,0.27391508,0.2738237072550536
13_Efficiency_98pct,Opt_Kennedy,0.2416666666666666,0.98,0.0,0.0,0.0,0.0,100000000,30246607,0.30246607,0.2738237072550536
13_Efficiency_98pct,Dolinar,0.3125,0.98,0.0,0.0,0.0,0.0,100000000,21817362,0.21817362,0.2180162908918088
13_Efficiency_98pct,Opt_Kennedy,0.3125,0.98,0.0,0.0,0.0,0.0,100000000,25078645,0.25078645,0.2180162908918088
13_Efficiency_98pct,Dolinar,0.3833333333333333,0.98,0.0,0.0,0.0,0.0,100000000,16931159,0.16931159,0.1691412511664851
13_Efficiency_98pct,Opt_Kennedy,0.3833333333333333,0.98,0.0,0.0,0.0,0.0,100000000,20373078,0.20373078,0.1691412511664851
13_Efficiency_98pct,Dolinar,0.4541666666666666,0.98,0.0,0.0,0.0,0.0,100000000,12779927,0.12779927,0.1276747170014276
13_Efficiency_98pct,Opt_Kennedy,0.4541666666666666,0.98,0.0,0.0,0.0,0.0,100000000,16166023,0.16166023,0.1276747170014276
13_Efficiency_98pct,Dolinar,0.525,0.98,0.0,0.0,0.0,0.0,100000000,9379418,0.09379418,0.0936266316665451
13_Efficiency_98pct,Opt_Kennedy,0.525,0.98,0.0,0.0,0.0,0.0,100000000,12504156,0.12504156,0.0936266316665451
13_Efficiency_98pct,Dolinar,0.5958333333333333,0.98,0.0,0.0,0.0,0.0,100000000,6677745,0.06677745,0.066600697828251
13_Efficiency_98pct,Opt_Kennedy,0.5958333333333333,0.98,0.0,0.0,0.0,0.0,100000000,9408253,0.09408253,0.066600697828251
13_Efficiency_98pct,Dolinar,0.6666666666666666,0.98,0.0,0.0,0.0,0.0,100000000,4597639,0.04597639,0.0458884466194322
13_Efficiency_98pct,Opt_Kennedy,0.6666666666666666,0.98,0.0,0.0,0.0,0.0,100000000,6854743,0.06854743,0.0458884466194322
13_Efficiency_98pct,Dolinar,0.7374999999999999,0.98,0.0,0.0,0.0,0.0,100000000,3065635,0.03065635,0.0305818801557402
13_Efficiency_98pct,Opt_Kennedy,0.7374999999999999,0.98,0.0,0.0,0.0,0.0,100000000,4822778,0.04822778,0.0305818801557402
13_Efficiency_98pct,Dolinar,0.8083333333333332,0.98,0.0,0.0,0.0,0.0,100000000,1976736,0.01976736,0.019687941865784
13_Efficiency_98pct,Opt_Kennedy,0.8083333333333332,0.98,0.0,0.0,0.0,0.0,100000000,3270899,0.03270899,0.019687941865784
13_Efficiency_98pct,Dolinar,0.8791666666666667,0.98,0.0,0.0,0.0,0.0,100000000,1224686,0.01224686,0.0122296654212531
13_Efficiency_98pct,Opt_Kennedy,0.8791666666666667,0.98,0.0,0.0,0.0,0.0,100000000,2126762,0.02126762,0.0122296654212531
13_Efficiency_98pct,Dolinar,0.95,0.98,0.0,0.0,0.0,0.0,100000000,735665,0.00735665,0.0073229319994553
13_Efficiency_98pct,Opt_Kennedy,0.95,0.98,0.0,0.0,0.0,0.0,100000000,1325519,0.01325519,0.0073229319994553
13_Efficiency_98pct,Dolinar,1.0208333333333333,0.98,0.0,0.0,0.0,0.0,100000000,423872,0.00423872,0.0042234765515118
13_Efficiency_98pct,Opt_Kennedy,1.0208333333333333,0.98,0.0,0.0,0.0,0.0,100000000,789225,0.00789225,0.0042234765515118
13_Efficiency_98pct,Dolinar,1.0916666666666668,0.98,0.0,0.0,0.0,0.0,100000000,236920,0.0023692,0.0023448065932334
13_Efficiency_98pct,Opt_Kennedy,1.0916666666666668,0.98,0.0,0.0,0.0,0.0,100000000,448249,0.00448249,0.0023448065932334
13_Efficiency_98pct,Dolinar,1.1625,0.98,0.0,0.0,0.0,0.0,100000000,126233,0.00126233,0.0012525754333914
13_Efficiency_98pct,Opt_Kennedy,1.1625,0.98,0.0,0.0,0.0,0.0,100000000,243798,0.00243798,0.0012525754333914
13_Efficiency_98pct,Dolinar,1.2333333333333334,0.98,0.0,0.0,0.0,0.0,100000000,64818,0.00064818,0.0006436174101247
13_Efficiency_98pct,Opt_Kennedy,1.2333333333333334,0.98,0.0,0.0,0.0,0.0,100000000,126703,0.00126703,0.0006436174101247
13_Efficiency_98pct,Dolinar,1.3041666666666667,0.98,0.0,0.0,0.0,0.0,100000000,32106,0.00032106,0.0003180471277711
13_Efficiency_98pct,Opt_Kennedy,1.3041666666666667,0.98,0.0,0.0,0.0,0.0,100000000,63275,0.00063275,0.0003180471277711
13_Efficiency_98pct,Dolinar,1.375,0.98,0.0,0.0,0.0,0.0,100000000,15145,0.00015145,0.0001511265151634
13_Efficiency_98pct,Opt_Kennedy,1.375,0.98,0.0,0.0,0.0,0.0,100000000,30175,0.00030175,0.0001511265151634
13_Efficiency_98pct,Dolinar,1.4458333333333333,0.98,0.0,0.0,0.0,0.0,100000000,6931,6.931e-05,6.904675315455577e-05
13_Efficiency_98pct,Opt_Kennedy,1.4458333333333333,0.98,0.0,0.0,0.0,0.0,100000000,13720,0.0001372,6.904675315455577e-05
13_Efficiency_98pct,Dolinar,1.5166666666666666,0.98,0.0,0.0,0.0,0.0,100000000,3040,3.04e-05,3.033061623092248e-05
13_Efficiency_98pct,Opt_Kennedy,1.5166666666666666,0.98,0.0,0.0,0.0,0.0,100000000,6177,6.177e-05,3.033061623092248e-05
13_Efficiency_98pct,Dolinar,1.5875,0.98,0.0,0.0,0.0,0.0,100000000,1263,1.263e-05,1.2809876907937667e-05
13_Efficiency_98pct,Opt_Kennedy,1.5875,0.98,0.0,0.0,0.0,0.0,100000000,2640,2.64e-05,1.2809876907937667e-05
14_Efficiency_90pct,Dolinar,0.1,0.9,0.0,0.0,0.0,0.0,100000000,40606868,0.40606868,0.4059791159942683
14_Efficiency_90pct,Opt_Kennedy,0.1,0.9,0.0,0.0,0.0,0.0,100000000,41907804,0.41907804,0.4059791159942683
14_Efficiency_90pct,Dolinar,0.1708333333333333,0.9,0.0,0.0,0.0,0.0,100000000,34221678,0.34221678,0.3420983328634667
14_Efficiency_90pct,Opt_Kennedy,0.1708333333333333,0.9,0.0,0.0,0.0,0.0,100000000,36345177,0.36345177,0.3420983328634667
14_Efficiency_90pct,Dolinar,0.2416666666666666,0.9,0.0,0.0,0.0,0.0,100000000,28235653,0.28235653,0.2822740399248068
14_Efficiency_90pct,Opt_Kennedy,0.2416666666666666,0.9,0.0,0.0,0.0,0.0,100000000,31003188,0.31003188,0.2822740399248068
14_Efficiency_90pct,Dolinar,0.3125,0.9,0.0,0.0,0.0,0.0,100000000,22793704,0.22793704,0.2277812801925754
14_Efficiency_90pct,Opt_Kennedy,0.3125,0.9,0.0,0.0,0.0,0.0,100000000,26002011,0.26002011,0.2277812801925754
14_Efficiency_90pct,Dolinar,0.3833333333333333,0.9,0.0,0.0,0.0,0.0,100000000,17970701,0.17970701,0.1795292014272765
14_Efficiency_90pct,Opt_Kennedy,0.3833333333333333,0.9,0.0,0.0,0.0,0.0,100000000,21396785,0.21396785,0.1795292014272765
14_Efficiency_90pct,Dolinar,0.4541666666666666,0.9,0.0,0.0,0.0,0.0,100000000,13820438,0.13820438,0.1380237840124186
14_Efficiency_90pct,Opt_Kennedy,0.4541666666666666,0.9,0.0,0.0,0.0,0.0,100000000,17236420,0.1723642,0.1380237840124186
14_Efficiency_90pct,Dolinar,0.525,0.9,0.0,0.0,0.0,0.0,100000000,10346725,0.10346725,0.1033709489068301
14_Efficiency_90pct,Opt_Kennedy,0.525,0.9,0.0,0.0,0.0,0.0,100000000,13578193,0.13578193,0.1033709489068301
14_Efficiency_90pct,Dolinar,0.5958333333333333,0.9,0.0,0.0,0.0,0.0,100000000,7548739,0.07548739,0.0753167415364134
14_Efficiency_90pct,Opt_Kennedy,0.5958333333333333,0.9,0.0,0.0,0.0,0.0,100000000,10430585,0.10430585,0.0753167415364134
14_Efficiency_90pct,Dolinar,0.6666666666666666,0.9,0.0,0.0,0.0,0.0,100000000,5342740,0.0534274,0.053316811933406
14_Efficiency_90pct,Opt_Kennedy,0.6666666666666666,0.9,0.0,0.0,0.0,0.0,100000000,7788627,0.07788627,0.053316811933406
14_Efficiency_90pct,Dolinar,0.7374999999999999,0.9,0.0,0.0,0.0,0.0,100000000,3670948,0.03670948,0.036624234197305
14_Efficiency_90pct,Opt_Kennedy,0.7374999999999999,0.9,0.0,0.0,0.0,0.0,100000000,5640601,0.05640601,0.036624234197305
14_Efficiency_90pct,Dolinar,0.8083333333333332,0.9,0.0,0.0,0.0,0.0,100000000,2446732,0.02446732,0.0243832485137865
14_Efficiency_90pct,Opt_Kennedy,0.8083333333333332,0.9,0.0,0.0,0.0,0.0,100000000,3956524,0.03956524,0.0243832485137865
14_Efficiency_90pct,Dolinar,0.8791666666666667,0.9,0.0,0.0,0.0,0.0,100000000,1577470,0.0157747,0.0157169570419989
14_Efficiency_90pct,Opt_Kennedy,0.8791666666666667,0.9,0.0,0.0,0.0,0.0,100000000,2674987,0.02674987,0.0157169570419989
14_Efficiency_90pct,Dolinar,0.95,0.9,0.0,0.0,0.0,0.0,100000000,984355,0.00984355,0.009799276171771
14_Efficiency_90pct,Opt_Kennedy,0.95,0.9,0.0,0.0,0.0,0.0,100000000,1736194,0.01736194,0.009799276171771
14_Efficiency_90pct,Dolinar,1.0208333333333333,0.9,0.0,0.0,0.0,0.0,100000000,592649,0.00592649,0.0059051275492095
14_Efficiency_90pct,Opt_Kennedy,1.0208333333333333,0.9,0.0,0.0,0.0,0.0,100000000,1083404,0.01083404,0.0059051275492095
14_Efficiency_90pct,Dolinar,1.0916666666666668,0.9,0.0,0.0,0.0,0.0,100000000,345175,0.00345175,0.0034371891427741
14_Efficiency_90pct,Opt_Kennedy,1.0916666666666668,0.9,0.0,0.0,0.0,0.0,100000000,648043,0.00648043,0.0034371891427741
14_Efficiency_90pct,Dolinar,1.1625,0.9,0.0,0.0,0.0,0.0,100000000,193849,0.00193849,0.0019315675073511
14_Efficiency_90pct,Opt_Kennedy,1.1625,0.9,0.0,0.0,0.0,0.0,100000000,371269,0.00371269,0.0019315675073511
14_Efficiency_90pct,Dolinar,1.2333333333333334,0.9,0.0,0.0,0.0,0.0,100000000,105511,0.00105511,0.0010476075856161
14_Efficiency_90pct,Opt_Kennedy,1.2333333333333334,0.9,0.0,0.0,0.0,0.0,100000000,205377,0.00205377,0.0010476075856161
14_Efficiency_90pct,Dolinar,1.3041666666666667,0.9,0.0,0.0,0.0,0.0,100000000,55564,0.00055564,0.0005482339331193
14_Efficiency_90pct,Opt_Kennedy,1.3041666666666667,0.9,0.0,0.0,0.0,0.0,100000000,108080,0.0010808,0.0005482339331193
14_Efficiency_90pct,Dolinar,1.375,0.9,0.0,0.0,0.0,0.0,100000000,27757,0.00027757,0.0002767855505766
14_Efficiency_90pct,Opt_Kennedy,1.375,0.9,0.0,0.0,0.0,0.0,100000000,54880,0.0005488,0.0002767855505766
14_Efficiency_90pct,Dolinar,1.4458333333333333,0.9,0.0,0.0,0.0,0.0,100000000,13685,0.00013685,0.0001347995021784
14_Efficiency_90pct,Opt_Kennedy,1.4458333333333333,0.9,0.0,0.0,0.0,0.0,100000000,27124,0.00027124,0.0001347995021784
14_Efficiency_90pct,Dolinar,1.5166666666666666,0.9,0.0,0.0,0.0,0.0,100000000,6323,6.323e-05,6.332495744049149e-05
14_Efficiency_90pct,Opt_Kennedy,1.5166666666666666,0.9,0.0,0.0,0.0,0.0,100000000,12866,0.00012866,6.332495744049149e-05
14_Efficiency_90pct,Dolinar,1.5875,0.9,0.0,0.0,0.0,0.0,100000000,2809,2.809e-05,2.8693837862636684e-05
14_Efficiency_90pct,Opt_Kennedy,1.5875,0.9,0.0,0.0,0.0,0.0,100000000,5776,5.776e-05,2.8693837862636684e-05
14_Efficiency_90pct,Dolinar,1.6583333333333334,0.9,0.0,0.0,0.0,0.0,100000000,1277,1.277e-05,1.2540692257312358e-05
14_Efficiency_90pct,Opt_Kennedy,1.6583333333333334,0.9,0.0,0.0,0.0,0.0,100000000,2501,2.501e-05,1.2540692257312358e-05
